release	nodes	arcs	loops	successoravggap	avglocality	minoutdegree	maxoutdegree	minoutdegreenode	maxoutdegreenode	dangling	terminal	percdangling	avgoutdegree	successorlogdeltastats	successoravglogdelta	minindegree	maxindegree	minindegreenode	maxindegreenode	avgindegree	sccs	maxsccsize	percmaxscc	minsccsize	percminscc
cc-main-2020-jul-aug-sep	88591818	1710562230	0	2545785.234	21600009.183	0	6561851	0	15109932	44641614	44641614	50.390222266349696	19.308354525470964	874482,599957,620074,738810,917671,1141220,1387493,1645700,1993535,2508406,3330601,4540835,6975684,10987183,17380741,26168003,35993552,57906403,62373049,74711431,95249772,88345430,120585733,219210383,436475112,367499352,70401618	11.420	0	21960679	88591752	24978971	19.308354525470964	53492666	34798717	39.27983168829429	1	1.1287724110142993E-6
cc-main-2020-21-oct-nov-jan	85908635	1474317705	0	2828724.700	22414550.027	0	4774109	0	14467209	42843820	42843820	49.87137788884668	17.16146118489719	863709,581661,591680,695375,847732,1038224,1231882,1436219,1727920,2203720,3007417,4321914,5909590,9148649,14240001,19448260,24820477,37536915,45965682,60352179,75222604,77805023,117527502,226063842,341096965,334024399,66608164	11.492	0	20725634	85908608	23963477	17.16146118489719	51903368	33830007	39.3790531068268	1	1.1640273413726106E-6
cc-main-2021-feb-apr-may	87749728	1579621239	0	2809763.686	21729260.284	0	5845970	0	48332851	43780106	43780106	49.892013340485796	18.00143744035309	900900,610564,629531,752292,933868,1163386,1389085,1486532,1587317,1890016,2442207,3388842,5058364,8075050,12957741,19558944,26240633,46971898,50214209,68631827,84934146,102616707,126576966,228075519,357331103,375587313,49616279	11.476	0	21157754	87749699	23868783	18.00143744035309	52486499	35104684	40.005461897272205	1	1.1396046720509493E-6
cc-main-2021-jun-jul-sep	87870767	1558152694	0	2914516.758	22291864.970	0	5829841	0	48458792	43245039	43245039	49.214363862329776	17.732321535329262	918724,621683,643625,773681,972197,1227472,1487785,1611340,1732004,1985174,2393723,3393378,5131902,7779583,12329448,19995739,27356410,39508596,48348588,60251687,64311753,93216454,136178864,232889787,362449753,383779552,46863792	11.522	0	21872117	87870739	23494494	17.732321535329262	52279751	35426413	40.31649456297565	1	1.1380349052831187E-6
cc-main-2021-22-oct-nov-jan	90296538	1550852749	0	3030301.903	23683930.068	0	5971029	0	21433607	45421788	45421788	50.30291194552775	17.17510752184098	906882,607268,618308,726273,882841,1070571,1227768,1294358,1381468,1617089,2064540,2809173,4014117,6127373,9556474,15375469,23483514,34086114,45720453,56833661,59514838,80962400,132133831,234921510,373381552,401235935,58298969	11.630	0	21823602	90296513	24204993	17.17510752184098	54096544	36051781	39.92598365177633	1	1.107462170919554E-6
cc-main-2022-may-jun-aug	91068127	1575016171	0	3092669.504	24035649.014	0	5594073	0	14006155	45511601	45511601	49.97533439992677	17.294922195995092	917870,616762,628307,737227,898907,1089895,1279220,1421110,1524523,1697963,2193661,3377411,4362684,6224616,9832582,15688665,24016232,34109084,45176724,55774348,59745049,81863541,129468895,235855541,378921499,416290059,61303796	11.640	0	21520475	91068068	24499244	17.294922195995092	53818955	37105230	40.74447473812655	1	1.098079023849914E-6
cc-main-2022-23-sep-nov-jan	88092985	1686970894	0	2604790.106	22750448.279	0	5406175	0	13042204	45839150	45839150	52.03496055900478	19.149889108650367	849716,576795,593532,703256,859699,1045774,1230144,1402644,1596027,1863045,2431638,3421115,5031660,7945209,11526183,16172648,25308914,36557863,50567521,60685122,63416829,91581420,148496323,266835297,417780566,418879670,49612284	11.604	0	19289683	88092926	23163930	19.149889108650367	53825092	34130315	38.743510621191916	1	1.1351641677257275E-6
cc-main-2023-mar-may-oct	94197637	1691579554	0	2838514.370	24590171.834	0	5376593	0	52348634	50514815	50514815	53.626414216738794	17.95777057549756	883097,600099,618001,731312,896506,1101135,1318738,1539896,1737700,1835412,2092499,2756837,3787541,5874430,9031765,14554381,22968870,32995768,42976371,53821021,63695717,90059552,141892774,256885583,416162311,443312239,77449999	11.697	0	18735526	94197595	25175868	17.95777057549756	58317919	35747807	37.94979167046409	1	1.0615977553661987E-6
cc-main-2023-may-sep-nov	93942613	1625079303	0	3110018.592	24546759.915	0	5133896	0	31031950	47688178	47688178	50.7630951248929	17.2986385102999	924355,628161,646325,767475,939706,1152776,1402982,1700927,1977348,2025850,2191575,2879743,4168157,6658898,9964185,16029705,24397967,35852835,46355436,57580189,61803707,81924965,131196772,238282512,387376241,431565045,74685466	11.651	0	19814903	93942571	25371654	17.2986385102999	56137055	37657593	40.08574149411833	1	1.0644796520616261E-6
cc-main-2023-24-sep-nov-feb	101323206	1817702478	0	3118427.022	26804614.532	0	8947770	0	66913858	54208574	54208574	53.5006501866907	17.939646303730264	967898,664514,687087,820306,1013368,1256364,1549021,1907975,2247766,2263763,2608916,3479262,5318053,7889810,11696900,18808018,28049374,40671144,52833036,67786392,68740746,82848109,132832434,242853347,404182819,497788010,135938046	11.690	0	20064551	101323164	28070351	17.939646303730264	61663064	39532630	39.016363141924266	1	9.869407408999672E-7
cc-main-2024-nov-feb-apr	113858457	1874394483	0	3514935.426	30559387.518	0	26598506	0	77867610	65319246	65319246	57.36881363147228	16.46249679108158	952428,658782,685305,822240,1022613,1282007,1620326,2040915,2476423,2368779,2689944,3457602,5585876,8664779,12412970,19738796,28987295,41637376,54658601,70389749,67634521,78167772,127190357,220736084,372475960,515232509,230804474	11.757	0	20266455	113858402	31328776	16.46249679108158	72809566	40940059	35.956976827817016	1	8.78283463827373E-7
cc-main-2024-feb-apr-may	127746477	1817949924	0	4131837.404	35089347.591	0	43165041	0	91579087	78752934	78752934	61.647832370359616	14.230920231170055	916986,637944,665425,796986,986252,1237477,1570700,1964745,2382572,2248329,2626725,3318185,5398304,8129324,12283233,19137222,28253714,38763456,51932462,65556153,59306808,68715576,109932164,191821349,326446661,480641968,332279204	11.847	0	20123818	127746253	36200159	14.230920231170055	85887318	41759289	32.689190324990335	1	7.828004524931048E-7
cc-main-2024-apr-may-jun	173391896	1884295856	0	5375766.569	47254562.222	0	106353649	0	123130631	123060745	123060745	70.97260474041994	10.867265999559748	866294,611240,640284,773372,963196,1229196,1599020,2077889,2607895,2636205,2755617,3049908,4470970,7521123,11013002,17687841,26142151,36061403,48819582,59319351,48625743,63055164,89510285,148502108,289073377,441977014,517251562,55455064	12.065	0	20561170	173391593	48322447	10.867265999559748	129415183	43912406	25.325523864160296	1	5.767282226385021E-7
cc-main-2024-may-jun-jul	163003160	1817200335	0	5189529.652	43587775.004	0	88980198	0	114021039	113073461	113073461	69.36887665245263	11.14825218725821	868787,610138,639974,770920,954040,1211731,1579177,2085418,2648056,2793563,3001677,3111182,4362366,7570497,11113358,18034310,26610878,36281754,49687266,59932236,47824894,62277353,87733916,153677433,297332681,440125942,466643784,27717004	12.000	0	20665985	163002800	45619488	11.14825218725821	122198511	40707883	24.973677197423658	1	6.134850391857434E-7
